model_2008,displ_2008,cyl_2008,trans_2008,drive_2008,fuel_2008,veh_class_2008,air_pollut_2008,city_mpg_2008,hwy_mpg_2008,cmb_mpg_2008,greenhouse_2008,smartway_2008,model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway,_merge
HYUNDAI Sonata,2.4,4,Man-5,2WD,Gasoline,large car,7.0,21.0,31.0,25.0,7,yes,HYUNDAI Sonata,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,5.0,25.0,35.0,28.0,6.0,No,both
HYUNDAI Sonata,3.3,6,Auto-L5,2WD,Gasoline,large car,7.0,19.0,28.0,22.0,6,yes,HYUNDAI Sonata,1.6,4.0,AutoMan-7,2WD,Gasoline,large car,5.0,28.0,37.0,31.0,7.0,Yes,both
HYUNDAI Sonata,3.3,6,Auto-L5,2WD,Gasoline,large car,7.0,19.0,28.0,22.0,6,yes,HYUNDAI Sonata,2.0,4.0,SemiAuto-8,2WD,Gasoline,large car,5.0,23.0,32.0,26.0,5.0,No,both
HYUNDAI Sonata,3.3,6,Auto-L5,2WD,Gasoline,large car,7.0,19.0,28.0,22.0,6,yes,HYUNDAI Sonata,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,7.0,25.0,35.0,28.0,6.0,No,both
HYUNDAI Sonata,3.3,6,Auto-L5,2WD,Gasoline,large car,7.0,19.0,28.0,22.0,6,yes,HYUNDAI Sonata,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,5.0,25.0,35.0,28.0,6.0,No,both
HYUNDAI Tiburon,2.0,4,Auto-L4,2WD,Gasoline,small car,7.0,20.0,27.0,22.0,6,yes,,,,,,,,,,,,,,left_only
HYUNDAI Tiburon,2.0,4,Man-5,2WD,Gasoline,small car,7.0,20.0,28.0,23.0,7,yes,,,,,,,,,,,,,,left_only
HYUNDAI Tiburon,2.7,6,Man-6,2WD,Gasoline,small car,6.0,16.0,24.0,19.0,5,no,,,,,,,,,,,,,,left_only
HYUNDAI Tiburon,2.7,6,Auto-L4,2WD,Gasoline,small car,6.0,17.0,24.0,20.0,6,no,,,,,,,,,,,,,,left_only
HYUNDAI Tiburon,2.7,6,Man-5,2WD,Gasoline,small car,6.0,17.0,24.0,20.0,6,no,,,,,,,,,,,,,,left_only
HYUNDAI Tucson,2.0,4,Auto-L4,2WD,Gasoline,SUV,7.0,19.0,25.0,22.0,6,yes,,,,,,,,,,,,,,left_only
HYUNDAI Tucson,2.0,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,25.0,22.0,6,yes,,,,,,,,,,,,,,left_only
HYUNDAI Tucson,2.0,4,Man-5,4WD,Gasoline,SUV,7.0,19.0,24.0,21.0,6,yes,,,,,,,,,,,,,,left_only
HYUNDAI Tucson,2.7,6,Auto-L4,2WD,Gasoline,SUV,6.0,18.0,24.0,20.0,6,no,,,,,,,,,,,,,,left_only
HYUNDAI Tucson,2.7,6,Auto-L4,4WD,Gasoline,SUV,6.0,17.0,23.0,19.0,5,no,,,,,,,,,,,,,,left_only
HYUNDAI Veracruz,3.8,6,Auto-L6,2WD,Gasoline,SUV,6.0,16.0,23.0,18.0,5,no,,,,,,,,,,,,,,left_only
HYUNDAI Veracruz,3.8,6,Auto-L6,4WD,Gasoline,SUV,6.0,15.0,22.0,18.0,5,no,,,,,,,,,,,,,,left_only
INFINITI FX35,3.5,6,Auto-S5,2WD,Gasoline,SUV,6.0,15.0,22.0,18.0,5,no,,,,,,,,,,,,,,left_only
INFINITI FX35,3.5,6,Auto-S5,4WD,Gasoline,SUV,6.0,15.0,20.0,17.0,4,no,,,,,,,,,,,,,,left_only
INFINITI FX45,4.5,8,Auto-S5,4WD,Gasoline,SUV,6.0,13.0,17.0,14.0,2,no,,,,,,,,,,,,,,left_only
INFINITI G35,3.5,6,Auto-S5,2WD,Gasoline,midsize car,7.0,17.0,24.0,20.0,6,yes,,,,,,,,,,,,,,left_only
INFINITI G35,3.5,6,Man-6,2WD,Gasoline,midsize car,7.0,17.0,25.0,20.0,6,yes,,,,,,,,,,,,,,left_only
INFINITI G35X,3.5,6,Auto-S5,4WD,Gasoline,midsize car,7.0,17.0,23.0,19.0,5,no,,,,,,,,,,,,,,left_only
INFINITI G37,3.7,6,Man-6,2WD,Gasoline,small car,7.0,17.0,26.0,20.0,6,yes,,,,,,,,,,,,,,left_only
INFINITI G37,3.7,6,Auto-S5,2WD,Gasoline,small car,7.0,18.0,24.0,20.0,6,yes,,,,,,,,,,,,,,left_only
INFINITI M35,3.5,6,Auto-S5,2WD,Gasoline,large car,6.0,16.0,23.0,19.0,5,no,,,,,,,,,,,,,,left_only
INFINITI M35X,3.5,6,Auto-S5,4WD,Gasoline,large car,6.0,16.0,22.0,18.0,5,no,,,,,,,,,,,,,,left_only
INFINITI M45,4.5,8,Auto-S5,2WD,Gasoline,large car,6.0,16.0,21.0,18.0,5,no,,,,,,,,,,,,,,left_only
INFINITI M45X,4.5,8,Auto-S5,4WD,Gasoline,large car,6.0,14.0,20.0,16.0,4,no,,,,,,,,,,,,,,left_only
INFINITI QX56,5.6,8,Auto-L5,2WD,Gasoline,SUV,6.0,12.0,18.0,14.0,2,no,,,,,,,,,,,,,,left_only
INFINITI QX56,5.6,8,Auto-L5,4WD,Gasoline,SUV,6.0,12.0,17.0,14.0,2,no,,,,,,,,,,,,,,left_only
JEEP Commander,3.7,6,Auto-L5,2WD,Gasoline,SUV,6.0,14.0,19.0,16.0,4,no,,,,,,,,,,,,,,left_only
JEEP Commander,3.7,6,Auto-L5,4WD,Gasoline,SUV,6.0,14.0,19.0,16.0,4,no,,,,,,,,,,,,,,left_only
JEEP Commander,4.7,8,Auto-L5,2WD,Gasoline,SUV,6.0,14.0,19.0,15.0,3,no,,,,,,,,,,,,,,left_only
JEEP Commander,4.7,8,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,18.0,14.0,2,no,,,,,,,,,,,,,,left_only
JEEP Commander,5.7,8,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,19.0,15.0,3,no,,,,,,,,,,,,,,left_only
JEEP Commander,5.7,8,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,17.0,14.0,2,no,,,,,,,,,,,,,,left_only
JEEP Compass,2.4,4,Man-5,2WD,Gasoline,SUV,7.0,23.0,28.0,25.0,7,yes,JEEP Compass,2.4,4.0,Auto-6,2WD,Gasoline,small SUV,7.0,22.0,31.0,25.0,5.0,No,both
JEEP Compass,2.4,4,Man-5,2WD,Gasoline,SUV,7.0,23.0,28.0,25.0,7,yes,JEEP Compass,2.4,4.0,Auto-9,4WD,Gasoline,small SUV,7.0,22.0,30.0,25.0,5.0,No,both
JEEP Compass,2.4,4,Man-5,2WD,Gasoline,SUV,7.0,23.0,28.0,25.0,7,yes,JEEP Compass,2.4,4.0,Man-6,2WD,Gasoline,small SUV,3.0,23.0,32.0,26.0,5.0,No,both
JEEP Compass,2.4,4,Man-5,2WD,Gasoline,SUV,7.0,23.0,28.0,25.0,7,yes,JEEP Compass,2.4,4.0,Man-6,4WD,Gasoline,small SUV,3.0,22.0,31.0,25.0,5.0,No,both
JEEP Compass,2.4,4,Auto-AV,4WD,Gasoline,SUV,7.0,21.0,24.0,22.0,6,yes,JEEP Compass,2.4,4.0,Auto-6,2WD,Gasoline,small SUV,7.0,22.0,31.0,25.0,5.0,No,both
JEEP Compass,2.4,4,Auto-AV,4WD,Gasoline,SUV,7.0,21.0,24.0,22.0,6,yes,JEEP Compass,2.4,4.0,Auto-9,4WD,Gasoline,small SUV,7.0,22.0,30.0,25.0,5.0,No,both
JEEP Compass,2.4,4,Auto-AV,4WD,Gasoline,SUV,7.0,21.0,24.0,22.0,6,yes,JEEP Compass,2.4,4.0,Man-6,2WD,Gasoline,small SUV,3.0,23.0,32.0,26.0,5.0,No,both
JEEP Compass,2.4,4,Auto-AV,4WD,Gasoline,SUV,7.0,21.0,24.0,22.0,6,yes,JEEP Compass,2.4,4.0,Man-6,4WD,Gasoline,small SUV,3.0,22.0,31.0,25.0,5.0,No,both
JEEP Compass,2.4,4,Man-5,4WD,Gasoline,SUV,7.0,22.0,27.0,24.0,7,yes,JEEP Compass,2.4,4.0,Auto-6,2WD,Gasoline,small SUV,7.0,22.0,31.0,25.0,5.0,No,both
JEEP Compass,2.4,4,Man-5,4WD,Gasoline,SUV,7.0,22.0,27.0,24.0,7,yes,JEEP Compass,2.4,4.0,Auto-9,4WD,Gasoline,small SUV,7.0,22.0,30.0,25.0,5.0,No,both
JEEP Compass,2.4,4,Man-5,4WD,Gasoline,SUV,7.0,22.0,27.0,24.0,7,yes,JEEP Compass,2.4,4.0,Man-6,2WD,Gasoline,small SUV,3.0,23.0,32.0,26.0,5.0,No,both
JEEP Compass,2.4,4,Man-5,4WD,Gasoline,SUV,7.0,22.0,27.0,24.0,7,yes,JEEP Compass,2.4,4.0,Man-6,4WD,Gasoline,small SUV,3.0,22.0,31.0,25.0,5.0,No,both
JEEP Grand Cherokee,3.7,6,Auto-L5,2WD,Gasoline,SUV,6.0,15.0,20.0,17.0,4,no,JEEP Grand Cherokee,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4.0,No,both
JEEP Grand Cherokee,3.7,6,Auto-L5,2WD,Gasoline,SUV,6.0,15.0,20.0,17.0,4,no,JEEP Grand Cherokee,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No,both
JEEP Grand Cherokee,3.7,6,Auto-L5,2WD,Gasoline,SUV,6.0,15.0,20.0,17.0,4,no,JEEP Grand Cherokee,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No,both
JEEP Grand Cherokee,3.7,6,Auto-L5,4WD,Gasoline,SUV,6.0,15.0,19.0,17.0,4,no,JEEP Grand Cherokee,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4.0,No,both
JEEP Grand Cherokee,3.7,6,Auto-L5,4WD,Gasoline,SUV,6.0,15.0,19.0,17.0,4,no,JEEP Grand Cherokee,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No,both
JEEP Grand Cherokee,3.7,6,Auto-L5,4WD,Gasoline,SUV,6.0,15.0,19.0,17.0,4,no,JEEP Grand Cherokee,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No,both
JEEP Grand Cherokee,4.7,8,Auto-L5,2WD,Gasoline,SUV,6.0,14.0,19.0,15.0,3,no,JEEP Grand Cherokee,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4.0,No,both
JEEP Grand Cherokee,4.7,8,Auto-L5,2WD,Gasoline,SUV,6.0,14.0,19.0,15.0,3,no,JEEP Grand Cherokee,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No,both
JEEP Grand Cherokee,4.7,8,Auto-L5,2WD,Gasoline,SUV,6.0,14.0,19.0,15.0,3,no,JEEP Grand Cherokee,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No,both
JEEP Grand Cherokee,4.7,8,Auto-L5,4WD,Gasoline,SUV,6.0,14.0,19.0,15.0,3,no,JEEP Grand Cherokee,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4.0,No,both
JEEP Grand Cherokee,4.7,8,Auto-L5,4WD,Gasoline,SUV,6.0,14.0,19.0,15.0,3,no,JEEP Grand Cherokee,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No,both
JEEP Grand Cherokee,4.7,8,Auto-L5,4WD,Gasoline,SUV,6.0,14.0,19.0,15.0,3,no,JEEP Grand Cherokee,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No,both
JEEP Grand Cherokee,5.7,8,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,19.0,15.0,3,no,JEEP Grand Cherokee,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4.0,No,both
JEEP Grand Cherokee,5.7,8,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,19.0,15.0,3,no,JEEP Grand Cherokee,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No,both
JEEP Grand Cherokee,5.7,8,Auto-L5,2WD,Gasoline,SUV,6.0,13.0,19.0,15.0,3,no,JEEP Grand Cherokee,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No,both
JEEP Grand Cherokee,5.7,8,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3,no,JEEP Grand Cherokee,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4.0,No,both
JEEP Grand Cherokee,5.7,8,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3,no,JEEP Grand Cherokee,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No,both
JEEP Grand Cherokee,5.7,8,Auto-L5,4WD,Gasoline,SUV,6.0,13.0,18.0,15.0,3,no,JEEP Grand Cherokee,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No,both
JEEP Grand Cherokee,6.1,8,Auto-L5,4WD,Gasoline,SUV,6.0,11.0,14.0,12.0,0,no,JEEP Grand Cherokee,3.6,6.0,Auto-8,2WD,Gasoline,standard SUV,5.0,19.0,26.0,21.0,4.0,No,both
JEEP Grand Cherokee,6.1,8,Auto-L5,4WD,Gasoline,SUV,6.0,11.0,14.0,12.0,0,no,JEEP Grand Cherokee,3.6,6.0,Auto-8,4WD,Gasoline,standard SUV,5.0,18.0,25.0,21.0,4.0,No,both
JEEP Grand Cherokee,6.1,8,Auto-L5,4WD,Gasoline,SUV,6.0,11.0,14.0,12.0,0,no,JEEP Grand Cherokee,5.7,8.0,Auto-8,4WD,Gasoline,standard SUV,3.0,14.0,22.0,17.0,3.0,No,both
JEEP Liberty,3.7,6,Auto-L4,2WD,Gasoline,SUV,7.0,16.0,22.0,18.0,5,no,,,,,,,,,,,,,,left_only
JEEP Liberty,3.7,6,Auto-L4,4WD,Gasoline,SUV,7.0,15.0,21.0,17.0,4,no,,,,,,,,,,,,,,left_only
JEEP Liberty,3.7,6,Auto-L4,2WD,Gasoline,SUV,6.0,16.0,22.0,18.0,5,no,,,,,,,,,,,,,,left_only
JEEP Liberty,3.7,6,Man-6,2WD,Gasoline,SUV,6.0,16.0,22.0,19.0,5,no,,,,,,,,,,,,,,left_only
JEEP Liberty,3.7,6,Auto-L4,4WD,Gasoline,SUV,6.0,15.0,21.0,17.0,4,no,,,,,,,,,,,,,,left_only
JEEP Liberty,3.7,6,Man-6,4WD,Gasoline,SUV,6.0,16.0,22.0,18.0,5,no,,,,,,,,,,,,,,left_only
JEEP Patriot,2.4,4,Man-5,2WD,Gasoline,SUV,7.0,23.0,28.0,25.0,7,yes,,,,,,,,,,,,,,left_only
JEEP Patriot,2.4,4,Auto-AV,4WD,Gasoline,SUV,7.0,20.0,22.0,21.0,6,yes,,,,,,,,,,,,,,left_only
JEEP Patriot,2.4,4,Auto-AV,4WD,Gasoline,SUV,7.0,21.0,24.0,22.0,6,yes,,,,,,,,,,,,,,left_only
JEEP Patriot,2.4,4,Man-5,4WD,Gasoline,SUV,7.0,22.0,27.0,24.0,7,yes,,,,,,,,,,,,,,left_only
JEEP Wrangler,3.8,6,Auto-L4,2WD,Gasoline,SUV,7.0,15.0,20.0,17.0,4,no,,,,,,,,,,,,,,left_only
JEEP Wrangler,3.8,6,Man-6,2WD,Gasoline,SUV,7.0,16.0,21.0,18.0,5,no,,,,,,,,,,,,,,left_only
JEEP Wrangler,3.8,6,Man-6,4WD,Gasoline,SUV,7.0,15.0,19.0,16.0,4,no,,,,,,,,,,,,,,left_only
JEEP Wrangler,3.8,6,Auto-L4,4WD,Gasoline,SUV,7.0,15.0,19.0,17.0,4,no,,,,,,,,,,,,,,left_only
KIA Amanti,3.8,6,Auto-L5,2WD,Gasoline,large car,7.0,17.0,24.0,19.0,5,no,,,,,,,,,,,,,,left_only
KIA Optima,2.4,4,Auto-L5,2WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,7,yes,KIA Optima,1.6,4.0,AutoMan-7,2WD,Gasoline,large car,3.0,28.0,37.0,31.0,7.0,Yes,both
KIA Optima,2.4,4,Auto-L5,2WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,7,yes,KIA Optima,2.0,4.0,SemiAuto-6,2WD,Gasoline,large car,3.0,22.0,31.0,25.0,5.0,No,both
KIA Optima,2.4,4,Auto-L5,2WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,7,yes,KIA Optima,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,7.0,24.0,34.0,28.0,6.0,No,both
KIA Optima,2.4,4,Auto-L5,2WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,7,yes,KIA Optima,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,5.0,24.0,34.0,28.0,6.0,No,both
KIA Optima,2.4,4,Man-5,2WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,7,yes,KIA Optima,1.6,4.0,AutoMan-7,2WD,Gasoline,large car,3.0,28.0,37.0,31.0,7.0,Yes,both
KIA Optima,2.4,4,Man-5,2WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,7,yes,KIA Optima,2.0,4.0,SemiAuto-6,2WD,Gasoline,large car,3.0,22.0,31.0,25.0,5.0,No,both
KIA Optima,2.4,4,Man-5,2WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,7,yes,KIA Optima,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,7.0,24.0,34.0,28.0,6.0,No,both
KIA Optima,2.4,4,Man-5,2WD,Gasoline,midsize car,7.0,21.0,31.0,25.0,7,yes,KIA Optima,2.4,4.0,SemiAuto-6,2WD,Gasoline,large car,5.0,24.0,34.0,28.0,6.0,No,both
KIA Rio,1.6,4,Auto-L4,2WD,Gasoline,small car,7.0,25.0,35.0,29.0,8,yes,KIA Rio,1.6,4.0,Man-6,2WD,Gasoline,small car,3.0,29.0,37.0,32.0,7.0,Yes,both
KIA Rio,1.6,4,Auto-L4,2WD,Gasoline,small car,7.0,25.0,35.0,29.0,8,yes,KIA Rio,1.6,4.0,SemiAuto-6,2WD,Gasoline,small car,3.0,28.0,37.0,32.0,7.0,Yes,both
KIA Rio,1.6,4,Man-5,2WD,Gasoline,small car,7.0,27.0,32.0,29.0,8,yes,KIA Rio,1.6,4.0,Man-6,2WD,Gasoline,small car,3.0,29.0,37.0,32.0,7.0,Yes,both
KIA Rio,1.6,4,Man-5,2WD,Gasoline,small car,7.0,27.0,32.0,29.0,8,yes,KIA Rio,1.6,4.0,SemiAuto-6,2WD,Gasoline,small car,3.0,28.0,37.0,32.0,7.0,Yes,both
KIA Rondo,2.4,4,Auto-L4,2WD,Gasoline,station wagon,7.0,19.0,26.0,22.0,6,yes,,,,,,,,,,,,,,left_only
KIA Rondo,2.7,6,Auto-L5,2WD,Gasoline,station wagon,7.0,18.0,26.0,21.0,6,yes,,,,,,,,,,,,,,left_only
KIA Sedona,3.8,6,Auto-L5,2WD,Gasoline,minivan,7.0,16.0,23.0,18.0,5,no,KIA Sedona,3.3,6.0,SemiAuto-6,2WD,Gasoline,minivan,3.0,18.0,24.0,20.0,4.0,No,both
KIA Sorento,3.8,6,Auto-L5,2WD,Gasoline,SUV,6.0,15.0,21.0,17.0,4,no,KIA Sorento,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,20.0,27.0,23.0,5.0,No,both
KIA Sorento,3.8,6,Auto-L5,2WD,Gasoline,SUV,6.0,15.0,21.0,17.0,4,no,KIA Sorento,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,19.0,25.0,22.0,4.0,No,both
KIA Sorento,3.8,6,Auto-L5,2WD,Gasoline,SUV,6.0,15.0,21.0,17.0,4,no,KIA Sorento,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5.0,21.0,28.0,24.0,5.0,No,both
KIA Sorento,3.8,6,Auto-L5,2WD,Gasoline,SUV,6.0,15.0,21.0,17.0,4,no,KIA Sorento,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5.0,21.0,25.0,22.0,4.0,No,both
KIA Sorento,3.8,6,Auto-L5,2WD,Gasoline,SUV,6.0,15.0,21.0,17.0,4,no,KIA Sorento,3.3,6.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,18.0,25.0,20.0,4.0,No,both
KIA Sorento,3.8,6,Auto-L5,2WD,Gasoline,SUV,6.0,15.0,21.0,17.0,4,no,KIA Sorento,3.3,6.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,17.0,23.0,19.0,3.0,No,both
KIA Sorento,3.8,6,Auto-L5,4WD,Gasoline,SUV,6.0,15.0,20.0,17.0,4,no,KIA Sorento,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,20.0,27.0,23.0,5.0,No,both
KIA Sorento,3.8,6,Auto-L5,4WD,Gasoline,SUV,6.0,15.0,20.0,17.0,4,no,KIA Sorento,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,19.0,25.0,22.0,4.0,No,both
KIA Sorento,3.8,6,Auto-L5,4WD,Gasoline,SUV,6.0,15.0,20.0,17.0,4,no,KIA Sorento,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5.0,21.0,28.0,24.0,5.0,No,both
KIA Sorento,3.8,6,Auto-L5,4WD,Gasoline,SUV,6.0,15.0,20.0,17.0,4,no,KIA Sorento,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5.0,21.0,25.0,22.0,4.0,No,both
KIA Sorento,3.8,6,Auto-L5,4WD,Gasoline,SUV,6.0,15.0,20.0,17.0,4,no,KIA Sorento,3.3,6.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,18.0,25.0,20.0,4.0,No,both
KIA Sorento,3.8,6,Auto-L5,4WD,Gasoline,SUV,6.0,15.0,20.0,17.0,4,no,KIA Sorento,3.3,6.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,17.0,23.0,19.0,3.0,No,both
KIA Spectra,2.0,4,Auto-L4,2WD,Gasoline,midsize car,9.5,24.0,32.0,27.0,8,yes,,,,,,,,,,,,,,left_only
KIA Spectra,2.0,4,Man-5,2WD,Gasoline,midsize car,7.0,23.0,30.0,26.0,8,yes,,,,,,,,,,,,,,left_only
KIA Spectra,2.0,4,Auto-L4,2WD,Gasoline,midsize car,7.0,24.0,32.0,27.0,8,yes,,,,,,,,,,,,,,left_only
KIA Sportage,2.0,4,Auto-L4,2WD,Gasoline,SUV,7.0,19.0,25.0,21.0,6,yes,KIA Sportage,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,21.0,26.0,23.0,5.0,No,both
KIA Sportage,2.0,4,Auto-L4,2WD,Gasoline,SUV,7.0,19.0,25.0,21.0,6,yes,KIA Sportage,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,20.0,23.0,21.0,4.0,No,both
KIA Sportage,2.0,4,Auto-L4,2WD,Gasoline,SUV,7.0,19.0,25.0,21.0,6,yes,KIA Sportage,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,7.0,22.0,29.0,25.0,5.0,No,both
KIA Sportage,2.0,4,Auto-L4,2WD,Gasoline,SUV,7.0,19.0,25.0,21.0,6,yes,KIA Sportage,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5.0,No,both
KIA Sportage,2.0,4,Auto-L4,2WD,Gasoline,SUV,7.0,19.0,25.0,21.0,6,yes,KIA Sportage,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,7.0,21.0,25.0,23.0,5.0,No,both
KIA Sportage,2.0,4,Auto-L4,2WD,Gasoline,SUV,7.0,19.0,25.0,21.0,6,yes,KIA Sportage,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5.0,21.0,25.0,23.0,5.0,No,both
KIA Sportage,2.0,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,25.0,22.0,6,yes,KIA Sportage,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,21.0,26.0,23.0,5.0,No,both
KIA Sportage,2.0,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,25.0,22.0,6,yes,KIA Sportage,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,20.0,23.0,21.0,4.0,No,both
KIA Sportage,2.0,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,25.0,22.0,6,yes,KIA Sportage,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,7.0,22.0,29.0,25.0,5.0,No,both
KIA Sportage,2.0,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,25.0,22.0,6,yes,KIA Sportage,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5.0,No,both
KIA Sportage,2.0,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,25.0,22.0,6,yes,KIA Sportage,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,7.0,21.0,25.0,23.0,5.0,No,both
KIA Sportage,2.0,4,Man-5,2WD,Gasoline,SUV,7.0,20.0,25.0,22.0,6,yes,KIA Sportage,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5.0,21.0,25.0,23.0,5.0,No,both
KIA Sportage,2.0,4,Man-5,4WD,Gasoline,SUV,7.0,19.0,24.0,21.0,6,yes,KIA Sportage,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,21.0,26.0,23.0,5.0,No,both
KIA Sportage,2.0,4,Man-5,4WD,Gasoline,SUV,7.0,19.0,24.0,21.0,6,yes,KIA Sportage,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,20.0,23.0,21.0,4.0,No,both
KIA Sportage,2.0,4,Man-5,4WD,Gasoline,SUV,7.0,19.0,24.0,21.0,6,yes,KIA Sportage,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,7.0,22.0,29.0,25.0,5.0,No,both
KIA Sportage,2.0,4,Man-5,4WD,Gasoline,SUV,7.0,19.0,24.0,21.0,6,yes,KIA Sportage,2.4,4.0,SemiAuto-6,2WD,Gasoline,small SUV,5.0,22.0,29.0,25.0,5.0,No,both
KIA Sportage,2.0,4,Man-5,4WD,Gasoline,SUV,7.0,19.0,24.0,21.0,6,yes,KIA Sportage,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,7.0,21.0,25.0,23.0,5.0,No,both
KIA Sportage,2.0,4,Man-5,4WD,Gasoline,SUV,7.0,19.0,24.0,21.0,6,yes,KIA Sportage,2.4,4.0,SemiAuto-6,4WD,Gasoline,small SUV,5.0,21.0,25.0,23.0,5.0,No,both
KIA Sportage,2.7,6,Auto-L4,2WD,Gasoline,SUV,6.0,17.0,23.0,20.0,6,no,KIA Sportage,2.0,4.0,SemiAuto-6,2WD,Gasoline,small SUV,3.0,21.0,26.0,23.0,5.0,No,both
KIA Sportage,2.7,6,Auto-L4,2WD,Gasoline,SUV,6.0,17.0,23.0,20.0,6,no,KIA Sportage,2.0,4.0,SemiAuto-6,4WD,Gasoline,small SUV,3.0,20.0,23.0,21.0,4.0,No,both
